"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.920956938E0,-1.700101852E1,5.917251110E0,1.619664192E1
2.940915688E0,-4.604463577E1,1.740793991E1,3.386516190E1
2.960874438E0,-3.390033340E1,1.671361160E1,2.589077377E1
2.980833188E0,-8.582448006E0,8.316641808E0,1.291472626E1
3.000791938E0,5.427171230E0,3.710193634E0,4.010657310E0
3.020750688E0,9.604414940E0,1.858559608E0,-2.553566456E0
3.040709438E0,1.230802441E1,6.955099106E-2,-7.156958103E0
3.060691729E0,1.703716850E1,-3.057214022E0,-8.889247894E0
3.080626938E0,1.499701118E1,-5.251595497E0,-6.492346287E0
3.100563084E0,9.332381248E0,-4.233908653E0,-3.017438412E0
3.120501000E0,7.268243313E0,-2.266886234E0,-3.010769367E0
3.140441417E0,9.032702446E0,-1.255254745E0,-6.446389198E0
3.160384959E0,1.049461937E1,-1.403958321E0,-7.351584435E0
3.180332146E0,1.058996582E1,-2.169964552E0,-5.315265179E0
3.200283292E0,1.098334980E1,-3.128785610E0,-2.425624847E0
3.220238500E0,1.099753761E1,-3.694864988E0,9.508306980E-1
3.240197771E0,9.096612930E0,-2.958954573E0,5.939840317E0
3.260160896E0,2.465271473E0,9.966630936E-1,1.381188965E1
3.280127563E0,-3.323720932E0,7.816510201E0,1.638585281E1
3.300097354E0,-9.581455231E0,1.420309448E1,1.573012733E1
3.320109282E0,-2.809731483E1,1.527115726E1,2.614399338E1
3.340090740E0,-2.937799263E1,1.095586205E1,1.980686760E1
3.360049490E0,-1.766747665E1,5.080483437E0,2.640415192E0
3.380008240E0,-8.434968948E0,9.840073586E-1,-2.090228796E0
3.399966990E0,-1.009801865E0,-3.518059492E0,-5.475049019E-1
3.419925740E0,4.551223278E0,-6.761085033E0,5.655622482E-1
3.439884490E0,6.449581623E0,-8.387760162E0,-1.355588675E0
3.459843240E0,6.174478531E0,-1.016459370E1,-3.506055593E0
3.479801990E0,5.203490734E0,-1.211946487E1,-4.464675903E0
3.499760740E0,5.188850403E0,-1.306182861E1,-6.861703873E0
3.519719490E0,7.074636936E0,-1.258966732E1,-1.093677425E1
3.539678240E0,8.618231773E0,-1.157532120E1,-1.364148140E1
3.559663500E0,9.134315491E0,-1.068307304E1,-1.355597973E1
3.579622407E0,8.399473190E0,-1.055930138E1,-1.077333355E1
3.599528761E0,5.596870899E0,-1.122291565E1,-6.176121712E0
3.619438188E0,1.645588398E0,-1.174993324E1,-1.564167738E0
3.639352563E0,-2.115998745E0,-1.027976608E1,1.321375132E0
3.659273448E0,-5.626633167E0,-3.461441517E0,6.371269703E0
3.679202094E0,-1.815986633E1,1.042288780E1,1.967626953E1
3.699139386E0,-3.898260880E1,1.915755272E1,2.595645523E1
3.719085844E0,-3.001294708E1,1.812805176E1,1.151832390E1
3.739041625E0,-8.347915649E0,9.370706558E0,5.081084251E0
3.759006469E0,6.399525166E0,3.060674667E0,5.181575298E0
3.778979750E0,1.061736298E1,1.308471203E0,4.235841751E0
3.798960532E0,1.207272720E1,4.565582275E-1,-1.624176025E0
3.818947667E0,1.413207531E1,-1.749772072E0,-5.530650139E0
3.838939750E0,9.868680954E0,-3.247637272E0,-3.448824406E0
3.858935219E0,5.124684811E0,-1.804234505E0,-9.409140348E-1
3.878932511E0,6.181172371E0,-7.176432610E-1,-4.995100975E0
3.898923292E0,9.818393707E0,-1.112391472E0,-9.808615685E0
3.918894542E0,1.102874756E1,-2.169674397E0,-1.002208805E1
3.938853292E0,9.936877251E0,-2.906863213E0,-6.508724689E0
3.958812042E0,9.731882095E0,-3.856082916E0,-3.308969021E0
