"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.458815482E0,1.058356857E1,1.394023895E0,-3.790021181E0
3.478772305E0,1.064821243E1,2.497750998E0,-2.638410330E0
3.498731263E0,8.816647530E0,3.730764866E0,-1.022324085E0
3.518692253E0,7.092822552E0,3.991732836E0,2.336740971E0
3.538655065E0,6.082469463E0,4.279036999E0,4.807557106E0
3.558634753E0,5.210979939E0,5.126584530E0,7.220912457E0
3.578615898E0,3.750516891E0,6.879139900E0,1.098938560E1
3.598573711E0,-2.709039211E0,1.251269627E1,1.819353867E1
3.618531523E0,-1.233133602E1,2.383487701E1,2.833058929E1
3.638489336E0,-2.597828484E1,3.024894333E1,4.392641830E1
3.658447148E0,-4.928105164E1,2.507746696E1,4.271734619E1
3.678404961E0,-4.122935104E1,1.802654266E1,1.393904209E1
3.698362773E0,-2.566464424E1,8.076240540E0,3.806780577E-1
3.718320586E0,-1.029865837E1,-1.148618221E0,2.466027737E-1
3.738278398E0,-3.049015760E0,-5.383961201E0,-1.374271750E0
3.758236211E0,-7.781155407E-2,-7.818864346E0,-6.782773495E0
3.778194023E0,-2.036268473E0,-9.372700691E0,-8.441955566E0
3.798151836E0,-6.099228859E0,-9.035119057E0,-6.193799973E0
3.818118242E0,-2.543839216E0,-9.142857552E0,-6.938396454E0
3.838059492E0,2.507926226E0,-1.032559299E1,-8.774748802E0
3.858001680E0,5.007472992E0,-1.072063637E1,-8.226476669E0
3.877945378E0,2.876633406E0,-1.002153015E1,-5.257667065E0
3.897891107E0,-1.069011092E0,-8.470087051E0,-1.582567334E0
3.917839284E0,-3.506308317E0,-7.033565998E0,-7.565677166E-1
3.937790169E0,-6.412869453E0,-5.649717331E0,-1.659181833E0
3.957743919E0,-1.068891335E1,-3.583521366E0,-8.212111592E-1
3.977700586E0,-2.007897186E1,4.346074581E0,7.773972988E0
3.997660117E0,-3.457347107E1,2.038243675E1,2.099714851E1
4.017622357E0,-5.510614395E1,3.696707153E1,3.358825684E1
4.037586992E0,-4.883333588E1,3.679229736E1,2.873042107E1
4.057571888E0,-2.030881500E1,2.209908104E1,1.476025391E1
4.077561575E0,-4.911705017E0,1.210328770E1,1.009634876E1
4.097519388E0,3.183091164E0,5.236717701E0,4.707000732E0
4.117477200E0,8.713697433E0,3.645172119E-1,-2.015917778E0
4.137435013E0,1.207036781E1,-2.652176857E0,-6.299144745E0
4.157392825E0,1.129704094E1,-3.317764997E0,-7.029376030E0
4.177350638E0,7.957129478E0,-1.972223639E0,-6.086060524E0
4.197308450E0,7.722497463E0,-5.446808785E-2,-4.280832767E0
4.217266263E0,9.139864922E0,-7.362170517E-2,-2.384624958E0
4.237224075E0,9.015366554E0,9.636662155E-2,1.960851192E0
4.257181888E0,7.349001884E0,1.022922635E0,5.635950565E0
4.277139700E0,2.148796082E0,3.433883905E0,7.146692276E0
4.297097513E0,-3.920505285E0,7.051522732E0,8.113949776E0
4.317065846E0,-5.493495941E0,1.096843624E1,1.072841740E1
4.337003815E0,-9.570821762E0,1.622610283E1,1.754949760E1
4.356942930E0,-1.089481449E1,2.066016579E1,2.276167488E1
4.376883919E0,-3.017771530E1,2.387318420E1,2.669295502E1
4.396827357E0,-3.557664108E1,2.058115578E1,1.636197472E1
4.416773711E0,-2.189377785E1,1.453819084E1,2.379836559E0
4.436723346E0,-1.301607800E1,7.554305077E0,1.515529633E0
4.456676471E0,-3.721786499E0,7.404068708E-1,5.025429249E0
4.476633138E0,8.415619135E-1,-2.063203335E0,6.641515732E0
4.496593242E0,2.286462635E-1,-3.751115561E0,3.399766445E0
4.516556523E0,-4.289212227E0,-4.536413670E0,-5.243301988E-1
4.536522617E0,-1.028908157E1,-2.630629063E0,-1.735796213E0
4.556512565E0,-6.156689644E0,-2.920327425E0,-6.198588371E0
4.576507878E0,1.349132657E0,-4.847660065E0,-1.117373943E1
4.596465794E0,6.326677799E0,-6.480505466E0,-1.267490387E1
4.616423607E0,5.146336555E0,-6.913856030E0,-9.066842079E0
4.636381419E0,-1.280897856E-1,-6.068702698E0,-4.151545525E0
4.656339232E0,-4.954800606E0,-5.137358189E0,-1.391031146E0
4.676297044E0,-7.542932510E0,-4.488529682E0,-1.939303428E-1
4.696254857E0,-1.372236729E1,-3.292027488E-2,4.201824188E0
4.716212669E0,-3.007715797E1,1.255100346E1,9.366117477E0
4.736170482E0,-4.672404480E1,2.678932190E1,9.797073364E0
4.756128294E0,-5.471110153E1,2.867834663E1,1.842098808E1
4.776086107E0,-2.796547318E1,1.728673553E1,1.861491776E1
4.796043919E0,-7.332242489E0,9.579799652E0,1.743218231E1
4.816054180E0,1.643619418E0,6.376357555E0,1.003888798E1
4.835960221E0,6.482301235E0,3.505709887E0,2.561795712E-1
4.855868242E0,8.661025047E0,1.877652645E0,-5.157110691E0
4.875780221E0,4.815936565E0,2.009333849E0,-5.219359875E0
4.895697825E0,2.337938070E0,3.022081137E0,-3.809175014E0
4.915622409E0,3.496731520E0,2.756324768E0,-4.161122322E0
4.935555013E0,5.807136059E0,2.406771183E0,-3.713406801E0
4.955496367E0,8.711302757E0,1.513733983E0,-1.266532660E0
4.975446784E0,9.731232643E0,8.265981078E-1,3.023876667E0
4.995406159E0,7.145494938E0,1.674145579E0,7.527369976E0
5.015374075E0,2.134430885E0,3.771466255E0,1.002931118E1
5.035349805E0,-1.023521185E0,5.476137638E0,8.520963669E0
5.055332305E0,-1.073799491E0,7.307702065E0,5.319916248E0
5.075320325E0,-4.756081581E0,1.191414642E1,3.768473387E0
5.095312513E0,-1.004726696E1,1.890282059E1,6.112396717E0
5.115307305E0,-1.420120716E1,2.520914841E1,1.716163826E1
5.135303138E0,-3.149931526E1,2.796726799E1,2.722925568E1
5.155286159E0,-3.651516724E1,2.390191460E1,2.076012230E1
5.175244075E0,-2.553775215E1,1.573289776E1,5.145139217E0
5.195201888E0,-1.182376480E1,9.505578995E0,-4.343081951E0
5.215159700E0,-4.926070213E0,2.904765129E0,-3.021482468E0
5.235117513E0,9.217676520E-2,-1.572391987E0,-1.460463107E-1
5.255075325E0,2.618059635E0,-5.091868401E0,1.211466074E0
5.275033138E0,9.109937549E-1,-8.529942513E0,1.546654344E0
5.294990950E0,-3.963600874E0,-8.424596786E0,-7.685387731E-1
5.315006263E0,-3.794809580E-1,-8.098985672E0,-7.194576263E0
5.334907096E0,4.847061157E0,-8.685564995E0,-1.233492756E1
5.354810117E0,5.474342346E0,-8.680776596E0,-1.220563984E1
5.374717513E0,1.440112352E0,-7.478887558E0,-8.446743965E0
5.394631055E0,-5.108029366E0,-5.448604584E0,-5.597643375E0
5.414552305E0,-9.281123161E0,-3.044826031E0,-2.557007313E0
5.434482409E0,-1.715565300E1,3.476979494E0,6.169857979E0
5.454422096E0,-2.412038422E1,1.380795956E1,1.684799767E1
5.474371784E0,-3.775536346E1,2.681326294E1,2.481590080E1
5.494331367E0,-4.065713501E1,2.884115219E1,2.563232422E1
5.514300430E0,-1.967914009E1,1.998739433E1,1.962048340E1
5.534278138E0,-6.379350662E0,1.405456257E1,1.053209305E1
5.554263346E0,-6.476315856E-1,1.065719032E1,1.855506301E0
5.574254596E0,4.502296448E0,6.783371925E0,-3.622427225E0
5.594250325E0,6.958747387E0,3.201646328E0,-5.487510204E0
5.614248867E0,6.029797077E0,1.252766013E0,-6.212953568E0
5.634248450E0,3.664325714E0,1.523310781E0,-6.035782337E0
5.654233034E0,1.284489155E0,2.732382774E0,-4.625597477E0
5.674190950E0,1.365892053E0,3.335721493E0,-3.519476414E0
5.694148763E0,3.908534288E0,2.490568399E0,-2.312798738E0
5.714106575E0,6.606799603E0,6.781576276E-1,7.469909191E-1
5.734064388E0,7.839813232E0,2.974795699E-1,4.948814869E0
5.754022200E0,5.230133533E0,2.069188833E0,8.702922821E0
5.773980013E0,-1.375468850E0,5.816114426E0,1.217690945E1
5.793937825E0,-5.424064159E0,1.038903999E1,1.478419590E1
5.813969492E0,-8.596381187E0,1.587894440E1,1.702277374E1
5.833853867E0,-1.305438519E1,2.308549118E1,2.112643623E1
5.853741159E0,-3.597168350E1,2.863525009E1,2.622847939E1
5.873634075E0,-3.600759506E1,2.444300461E1,1.215775585E1
5.893535013E0,-2.105820084E1,1.720533180E1,-3.550601006E0
5.913445846E0,-1.166095924E1,9.440936089E0,-1.386242747E0
5.933368138E0,-2.000355482E0,2.579153776E0,2.111685991E0
5.953302825E0,2.170343876E0,-3.657143116E-1,5.166687489E0
5.973250325E0,2.634819031E0,-3.200449228E0,5.125985622E0
5.993210534E0,-6.284779310E-1,-5.343259811E0,2.573766708E0
6.013182825E0,-5.795165062E0,-5.570708752E0,3.950432837E-1
6.033166159E0,-3.324349165E0,-5.987299919E0,-5.896918774E0
6.053159075E0,2.148796082E0,-6.650493622E0,-1.280179691E1
6.073159700E0,4.839878559E0,-7.237073421E0,-1.451604462E1
6.093166107E0,3.611653328E0,-7.876325130E0,-1.059673691E1
6.113176107E0,1.844732404E0,-8.115745544E0,-6.258443356E0
6.133187513E0,-1.387439847E0,-8.051101685E0,-3.011905670E0
6.153176003E0,-7.179013729E0,-6.533177853E0,9.816227108E-2
6.173137617E0,-1.376067448E1,-1.016937137E0,5.432443619E0
6.193095430E0,-2.194644928E1,1.069070911E1,1.425747108E1
6.213053242E0,-4.895304489E1,3.066313934E1,3.002568436E1
6.233011055E0,-6.499419403E1,3.824797058E1,3.073436737E1
6.252968867E0,-3.064697838E1,2.304479027E1,1.243787766E1
6.272926680E0,-7.200561523E0,1.098040771E1,8.930372238E0
6.292884492E0,1.329979062E0,6.551134586E0,6.033388138E0
6.312843763E0,5.555745125E0,4.092289448E0,-1.534683347E0
6.332800430E0,7.528567314E0,1.975814939E0,-5.827486992E0
6.352757096E0,7.284358501E0,1.370680481E-1,-4.098873138E0
6.372713763E0,7.236474514E0,-5.907692909E-1,-2.624045134E0
6.392670534E0,6.499060631E0,2.400187254E-1,-2.248155355E0
6.412627409E0,6.183025837E0,2.174533606E0,-2.803610086E0
6.432584492E0,7.540538311E0,2.804208755E0,-3.960009575E0
6.452541784E0,7.044938564E0,2.871246338E0,-2.894589901E0
6.472499284E0,5.665878296E0,3.227982521E0,-9.624691010E-1
6.492456992E0,4.392162800E0,3.864840031E0,9.552865028E-1
6.512414909E0,2.663549423E0,4.887164116E0,3.742137194E0
6.532373034E0,-1.783680320E-1,7.422623634E0,1.022084713E1
6.552331367E0,-2.914940596E0,1.252945614E1,1.782722664E1
6.572293659E0,-5.850231647E0,2.110788155E1,2.205777931E1
6.592252513E0,-2.859993553E1,2.728013229E1,3.237200165E1
6.612210325E0,-4.015435410E1,2.289156151E1,2.738966751E1
6.632168138E0,-2.646670341E1,1.451424885E1,1.277306652E1
6.652125950E0,-1.504157257E1,6.294954777E0,6.361393929E0
6.672083763E0,-4.787206173E0,-3.770867735E-2,5.164293289E0
6.692041575E0,-3.770867586E-1,-1.352125406E0,3.169923067E0
6.711999388E0,5.015852451E-1,-1.593939781E0,-7.972691655E-1
6.731957200E0,-2.175132275E0,-2.108693123E0,-1.924938202E0
6.751915013E0,-6.472724438E0,-2.297835112E0,-3.375824392E-1
6.771872825E0,-7.298723698E0,-3.119046211E0,3.471592367E-1
6.791830638E0,-3.848679304E0,-4.727949619E0,-1.889025092E0
6.811793763E0,2.134430885E0,-6.839635849E0,-7.706935406E0
6.831746680E0,4.179079056E0,-7.761403561E0,-1.018014526E1
6.851699700E0,1.416170359E0,-7.227496147E0,-8.935160637E0
6.871653034E0,-3.271676540E0,-5.357625008E0,-7.845798969E0
6.891606888E0,-8.651448250E0,-3.992929935E0,-7.666234016E0
6.911561367E0,-1.428979301E1,-1.440710902E0,-2.604891539E0
6.931516575E0,-2.143409157E1,6.445789337E0,8.597578049E0
6.951472617E0,-4.284064865E1,2.538153076E1,2.856282616E1
6.971429492E0,-6.524319458E1,3.693115997E1,3.174232674E1
6.991387200E0,-4.109288025E1,2.775657845E1,1.164539719E1
7.011345742E0,-1.333690071E1,1.337700367E1,4.996698856E0
7.031305013E0,-8.607155085E-1,6.122572422E0,3.713406801E0
7.051265013E0,5.254075527E0,1.528099179E0,-3.734954596E-1
7.071235638E0,9.051279068E0,-1.177348733E0,-4.264073372E0
7.091198503E0,1.106240940E1,-3.056797028E0,-4.979939461E0
7.111156315E0,9.996989250E0,-3.272275209E0,-3.581725836E0
7.131114128E0,8.263586998E0,-1.881243944E0,-2.786850691E0
7.151071940E0,8.079233170E0,2.208651006E-1,-3.418920040E0
7.171029753E0,8.524555206E0,1.154603720E0,-3.687070608E0
7.190987565E0,7.416039944E0,1.238400817E0,-1.704671621E0
7.210945378E0,6.848613739E0,1.039682031E0,2.432508945E0
